control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak473	2	1	2	25	15	25	3	3	1	15	21	32
peak474	5	2	6	13	8	13	16	7	8	17	17	21
peak475	2	2	0	33	9	16	3	4	2	9	22	28
peak476	3	1	4	19	7	20	8	14	11	17	36	56
peak477	3	1	1	25	4	10	1	1	0	9	8	15
peak478	1	0	1	32	18	12	1	0	0	10	11	22
peak479	23	17	20	50	47	39	14	16	25	26	34	49
peak480	18	18	22	62	49	47	18	21	22	42	39	67
peak481	459	370	393	4375	3165	2769	426	454	407	2692	3626	4150
peak482	204	112	154	250	149	173	151	203	186	109	175	254
peak483	11	5	8	44	31	32	0	3	9	22	27	49
peak484	3	0	5	23	16	10	0	3	12	7	15	14
peak485	15	2	4	67	45	36	4	8	12	25	45	46
peak486	25	19	25	229	174	162	17	32	42	121	174	213
peak487	53	22	36	193	151	154	31	46	44	108	148	175
peak488	37	41	38	137	119	99	50	44	42	89	104	174
peak489	1	4	1	5	8	5	0	0	0	3	8	7
peak490	68	26	68	80	50	75	65	86	81	47	71	91
peak491	52	33	50	523	388	402	46	47	48	299	413	560
peak492	51	26	31	380	231	254	40	47	53	168	245	381
peak493	25	14	18	142	92	110	21	21	49	81	121	178
peak494	141	100	105	1091	717	626	114	157	169	500	779	1024
peak495	251	141	172	1033	641	557	207	229	201	683	795	897
peak496	38	37	34	160	114	109	32	36	31	95	106	175
peak497	117	73	67	881	598	605	87	85	83	368	611	890
peak498	3	5	7	23	11	17	2	17	4	8	11	11
peak499	16	5	9	76	66	58	13	15	11	39	61	88
peak500	21	6	24	515	342	356	17	21	29	355	453	685
peak501	66	49	45	345	251	259	41	60	48	234	294	375
peak502	53	35	53	419	293	317	40	53	39	197	277	393
peak503	64	41	70	169	117	125	49	65	63	83	138	149
peak504	51	37	47	1528	947	803	56	53	47	690	1035	1301
peak505	3	0	0	23	12	9	2	3	1	9	4	10
peak506	25	13	24	120	120	110	21	29	41	103	114	153
peak507	137	99	111	514	351	417	105	125	162	359	428	691
peak508	1078	786	1201	1950	1289	1658	1000	1255	1318	1145	1480	2203
peak509	32	40	35	99	90	77	40	53	46	79	77	168
peak510	36	32	21	122	91	77	30	33	46	60	98	121
peak511	5	5	9	29	24	17	13	6	27	38	58	91
peak512	44	31	34	397	284	199	38	52	50	246	292	405
peak513	34	39	42	307	217	196	42	61	36	186	259	349
peak514	49	21	28	255	194	166	32	32	28	155	227	314
peak515	34	18	22	198	112	85	27	46	39	101	154	178
peak516	34	25	26	82	65	51	23	41	49	52	86	106
peak517	79	65	54	497	311	303	73	97	88	256	374	517
peak518	17	11	15	97	75	63	16	30	15	66	72	123
peak519	150	100	114	374	226	240	120	149	126	223	318	366
peak520	399	250	297	622	643	507	351	411	332	432	440	550
peak521	837	498	639	4452	2861	2999	776	822	737	2206	2888	3824
peak522	594	401	454	1655	1049	1092	563	636	564	1121	1199	1514
peak523	530	286	360	2126	1274	1360	441	476	469	1050	1389	1814
peak524	31	24	25	86	53	63	26	26	45	48	55	73
peak525	65	36	45	177	95	102	53	76	57	98	147	170
peak526	33	16	25	63	41	47	32	45	25	38	63	66
peak527	97	63	81	303	175	185	98	116	109	162	263	301
peak528	12	11	25	184	136	136	15	42	20	148	191	224
peak529	18	13	17	44	23	17	14	20	40	18	38	45
peak530	19	11	18	83	38	63	26	24	31	35	54	62
peak531	4	3	1	8	10	7	4	2	3	9	10	12
peak532	29	22	19	106	85	94	40	66	57	187	319	340
peak533	1	0	4	8	9	13	1	5	4	11	14	21
peak534	7	3	13	19	6	22	4	8	6	14	16	17
peak535	23	14	16	257	140	138	31	31	25	127	172	231
peak536	29	29	27	64	51	44	23	29	18	39	37	58
peak537	35	26	33	172	123	118	49	39	60	88	116	171
peak538	17	8	16	41	26	20	13	21	11	20	21	30
peak539	37	26	33	321	208	195	39	45	39	133	198	290
peak540	15	10	6	92	54	69	17	16	14	40	84	108
peak541	18	11	25	43	31	33	34	32	19	22	30	44
peak542	19	15	13	66	31	45	15	16	20	35	44	77
peak543	48	19	26	114	80	61	51	62	47	58	84	109
peak544	58	35	48	311	175	216	51	51	45	170	237	347
peak545	2	4	1	12	10	3	6	4	4	2	11	9
peak546	53	34	51	380	229	247	47	46	46	135	204	341
peak547	24	13	16	84	67	72	27	24	25	45	116	162
peak548	34	22	29	180	120	139	36	51	36	117	176	299
peak549	4	7	5	122	63	98	8	15	8	96	125	171
peak550	10	9	10	15	24	13	10	11	11	19	19	46
peak551	32	20	22	52	31	33	26	29	27	23	27	67
peak552	59	41	43	366	229	233	44	45	45	184	234	291
peak553	55	42	44	116	70	74	29	53	53	71	59	106
peak554	34	19	21	79	69	54	28	30	30	50	60	101
peak555	45	26	23	188	109	107	24	32	36	75	114	125
peak556	5	6	5	59	42	45	1	6	4	24	39	43
peak557	39	29	39	108	55	46	42	41	42	38	47	74
peak558	202	141	158	142	93	97	206	274	278	97	122	189
peak559	10	9	5	86	56	67	20	21	9	34	82	91
peak560	9	7	7	65	26	27	7	6	11	25	29	42
peak561	4	3	2	8	14	13	1	6	3	14	15	16
peak562	2	2	0	8	8	11	2	3	9	8	16	16
peak563	1	1	0	19	10	13	4	5	1	15	10	23
peak564	79	44	51	1037	719	651	67	64	84	476	659	942
peak565	187	163	185	948	870	867	164	183	229	675	764	1361
peak566	0	0	0	25	17	22	0	1	3	13	21	28
peak567	1	0	0	9	6	8	1	2	0	2	3	6
peak568	0	1	1	19	7	15	0	1	1	6	9	8
peak569	1	2	1	31	17	14	2	2	1	12	17	34
peak570	1605	649	1187	4316	1820	2776	1542	1693	1699	2537	3046	3974
peak571	533	254	467	2380	1169	1580	661	675	655	1239	1633	2420
peak572	186	94	146	742	348	473	217	206	216	292	529	734
peak573	17	15	35	42	42	29	19	30	19	29	38	55
peak574	91	42	59	809	498	541	72	72	81	304	440	661
peak575	20	12	11	47	26	27	19	24	18	10	33	26
peak576	36	25	37	166	101	97	52	45	48	54	101	114
peak577	39	20	25	212	124	128	26	27	39	89	129	157
peak578	43	28	32	367	291	265	34	72	35	260	418	338
peak579	15	10	18	57	36	42	24	24	20	42	75	74
peak580	15	15	9	114	65	74	17	14	17	34	51	95
peak581	194	147	139	491	390	306	168	200	164	275	386	619
peak582	75	60	50	213	190	109	68	71	70	100	130	156
peak583	178	177	232	862	652	719	194	355	222	686	879	1207
peak584	12	8	10	123	104	108	27	25	22	79	110	151
peak585	184	127	131	1476	928	893	131	149	159	616	958	1116
peak586	164	116	121	2103	1279	1291	118	160	137	857	1202	1606
peak587	41	20	32	69	51	36	27	25	28	38	44	49
peak588	564	348	436	2435	1562	1502	429	435	490	1243	1566	2238
peak589	14	11	11	358	191	252	13	16	11	139	238	363
peak590	5	8	3	48	48	36	8	11	8	16	21	60
peak591	12	10	6	55	29	34	6	6	13	23	29	52
peak592	5	1	5	10	7	6	3	9	7	8	10	20
peak593	14	13	17	39	36	43	13	14	21	30	38	38
peak594	21	20	19	46	32	33	21	24	14	32	44	47
peak595	2	4	3	8	12	8	3	8	2	6	8	9
peak596	7	5	7	35	21	18	7	12	3	12	18	36
peak597	31	25	23	667	510	507	22	20	20	448	481	608
peak598	15	16	14	459	217	245	20	17	27	175	236	369
peak599	76	51	56	700	453	435	61	76	80	307	466	665
peak600	165	113	164	336	218	253	209	290	279	237	361	559
peak601	453	252	378	2698	2044	2056	436	494	519	1628	2089	3076
peak602	11	10	13	56	26	24	9	17	11	16	29	37
peak603	12	8	8	32	38	19	16	10	9	30	42	48
peak604	0	0	1	8	10	5	1	1	0	3	7	7
peak605	5	14	8	87	60	47	7	10	20	43	57	76
peak606	72	44	78	132	116	110	72	76	76	78	97	180
peak607	108	78	76	268	237	228	130	122	141	140	221	355
peak608	3	4	8	117	83	79	18	9	2	42	67	90
peak609	6	4	6	23	8	17	3	3	7	6	11	18
peak610	11	10	10	186	127	124	2	8	12	68	131	152
peak611	2	0	5	12	11	16	3	2	2	13	7	24
peak612	2	1	2	8	6	8	2	5	5	3	12	10
peak613	6	2	2	30	14	25	18	8	5	38	21	26
peak614	6	4	8	27	22	24	13	15	12	25	30	36
peak615	10	5	10	30	14	23	11	9	8	17	24	38
peak616	3	2	4	15	4	8	0	3	0	3	9	10
peak617	7	1	5	76	51	74	8	22	12	47	43	80
peak618	446	289	352	6265	4024	4143	413	357	404	2333	3313	4315
peak619	175	126	126	3151	2051	1916	129	115	144	988	1777	2372
peak620	467	299	327	6257	4025	4126	372	319	372	2263	3319	4679
peak621	67	41	42	140	84	98	48	48	72	64	45	131
peak622	26	16	14	60	39	28	22	37	15	43	50	47
peak623	166	75	98	1290	789	727	280	220	331	1237	1514	2692
peak624	14	16	15	141	98	111	17	28	10	97	114	188
peak625	12	11	6	31	27	29	5	11	11	17	16	36
peak626	21	29	29	65	33	47	9	29	31	29	41	54
peak627	48	28	34	406	249	265	24	29	33	134	175	308
peak628	35	25	37	173	112	150	37	50	41	102	160	255
peak629	58	35	54	866	518	616	56	50	58	431	619	910
peak630	5	1	8	15	23	13	1	6	5	5	6	33
peak631	35	17	19	129	89	90	27	27	31	52	79	127
peak632	16	18	18	46	19	25	21	16	23	21	21	32
peak633	15	16	25	217	141	169	18	25	26	103	124	215
peak634	40	31	40	650	369	396	41	42	33	291	402	480
peak635	12	10	17	379	209	222	25	18	17	181	240	319
peak636	3	0	7	10	12	7	5	3	3	8	16	16
peak637	1	1	2	41	29	31	0	0	0	28	24	62
peak638	2	0	1	28	19	20	2	1	0	9	18	23
peak639	3	3	3	76	54	52	8	7	5	37	43	75
peak640	24	15	16	64	52	32	28	24	21	28	36	42
peak641	11	15	13	47	37	31	12	18	11	15	27	27
peak642	23	12	19	70	48	47	21	14	16	31	39	50
peak643	45	21	30	222	157	138	24	34	29	80	116	153
peak644	16	14	7	164	137	104	18	14	7	63	72	126
peak645	60	19	42	351	192	241	68	58	51	391	285	318
peak646	66	34	37	519	337	346	51	71	56	215	338	446
peak647	3	0	1	16	12	11	1	1	4	7	11	14
peak648	0	0	0	8	9	4	0	0	0	3	1	7
peak649	12	6	14	50	19	31	4	8	10	20	33	37
peak650	14	5	8	38	14	23	9	10	10	15	14	21
peak651	4	5	4	38	25	14	5	4	10	15	25	34
peak652	14	6	14	53	19	28	8	10	15	13	27	38
peak653	9	6	7	30	10	22	8	7	10	18	21	31
peak654	15	9	8	54	20	43	14	13	10	20	40	62
peak655	9	7	12	48	28	34	12	13	8	20	14	38
peak656	12	13	19	71	44	58	16	11	28	36	45	48
peak657	5	1	5	16	11	15	2	5	6	11	13	25
peak658	5	0	3	19	7	6	2	7	1	4	10	25
peak659	33	22	39	294	200	243	38	47	50	197	261	411
peak660	129	84	84	521	336	346	101	128	95	217	305	455
peak661	56	27	46	114	59	59	23	52	51	72	98	124
peak662	31	23	30	84	51	59	37	34	30	84	76	92
peak663	102	68	67	561	392	380	86	98	103	220	380	565
peak664	140	96	148	190	149	162	178	184	242	118	181	189
peak665	82	45	46	323	164	203	60	72	70	165	240	352
peak666	25	16	16	73	38	45	16	29	35	26	49	61
peak667	13	5	9	29	16	21	2	2	8	16	24	32
peak668	17	12	8	310	182	202	18	23	18	115	152	275
peak669	21	13	16	51	25	37	16	17	18	22	20	29
peak670	0	1	0	10	3	7	0	0	0	2	1	5
peak671	62	38	55	134	103	114	65	82	68	102	89	181
peak672	35	22	20	194	119	97	48	32	35	70	109	157
peak673	19	10	13	53	42	38	12	14	11	32	51	87
peak674	16	17	4	48	23	18	18	18	25	29	24	43
peak675	2	2	2	22	12	18	4	1	4	13	17	24
peak676	10	7	3	39	22	18	1	2	2	1	3	8
peak677	7	4	0	18	7	9	0	0	1	3	4	3
peak678	14	5	7	65	38	32	0	0	0	1	13	11
peak679	36	15	39	108	64	83	28	31	36	75	99	152
peak680	3	0	1	7	4	10	0	3	0	4	4	5
peak681	109	74	64	365	253	205	79	71	89	205	223	329
peak682	20	11	22	69	62	45	11	16	14	43	52	76
peak683	62	36	35	685	466	434	36	45	26	395	485	577
peak684	16	16	20	115	69	76	12	11	17	24	42	50
peak685	10	8	19	82	49	74	5	3	8	15	31	45
peak686	6	10	11	129	102	124	2	5	4	51	68	95
peak687	0	0	0	5	9	8	0	0	1	7	18	10
peak688	0	0	1	11	13	9	4	6	2	8	11	13
peak689	2	3	3	6	7	15	3	8	2	6	11	16
peak690	10	8	4	26	13	14	8	7	7	15	24	10
peak691	244	124	223	1655	927	1259	303	285	295	1033	1320	1608
peak692	5	2	8	52	30	29	4	0	7	11	21	41
peak693	25	5	11	56	32	45	21	7	20	12	23	39
peak694	9	9	12	43	29	20	13	11	14	18	36	37
peak695	17	20	24	164	100	75	29	29	20	33	76	105
peak696	20	8	13	176	124	111	21	18	18	76	136	190
peak697	221	185	175	921	556	555	199	201	235	447	568	875
peak698	48	31	42	79	50	36	26	44	43	41	49	70
peak699	189	126	168	657	433	390	180	206	208	446	544	617
peak700	486	288	339	1578	1043	1052	416	451	475	972	1342	1763
peak701	371	257	297	1812	1168	1105	340	387	394	1044	1462	1901
peak702	45	46	53	82	65	49	44	59	63	61	74	130
peak703	188	135	121	2307	1465	1370	145	185	194	1547	1703	2381
peak704	48	30	42	280	199	191	47	76	39	305	370	496
peak705	5	6	12	22	17	18	10	10	12	16	26	27
peak706	9	10	10	53	40	47	16	23	26	26	43	60
peak707	2	1	0	4	7	1	0	1	2	5	2	2
peak708	2	2	0	8	2	4	1	2	0	0	8	3
peak709	5	3	3	28	26	27	2	2	2	10	20	26
peak710	80	46	56	490	328	280	95	60	57	207	288	397
peak711	2	0	3	9	8	8	2	1	2	3	4	8
peak712	24	8	16	43	35	23	22	19	19	23	33	54
peak713	22	13	26	92	56	63	15	21	21	42	51	91
peak714	32	23	22	180	107	98	28	39	36	96	144	165
peak715	30	27	33	364	293	247	43	40	44	250	383	492
peak716	4	5	4	7	18	12	5	12	8	24	17	40
peak717	63	36	60	586	419	394	60	81	74	345	501	615
peak718	4	1	3	13	6	11	0	8	5	18	22	19
peak719	15	13	10	59	38	44	16	26	29	50	71	104
peak720	15	10	14	55	31	47	19	30	29	50	73	81
peak721	10	5	9	8	7	9	8	19	17	19	21	23
peak722	177	130	158	283	221	169	152	254	163	216	296	299
peak723	315	232	274	1455	919	873	269	360	325	921	1294	1550
peak724	323	192	262	3650	2456	2499	314	364	342	1965	3151	3794
peak725	236	148	189	1317	837	837	198	247	260	713	1022	1259
peak726	112	47	101	1484	881	934	89	121	123	713	1110	1380
peak727	33	16	18	182	117	142	29	33	21	95	163	189
peak728	13	17	13	85	66	73	21	24	23	62	94	98
peak729	20	6	11	214	158	132	11	20	15	100	126	178
peak730	6	4	4	12	14	19	7	4	2	8	8	6
peak731	11	6	8	35	23	18	14	7	14	19	27	41
peak732	43	29	40	169	132	134	41	55	48	90	141	223
peak733	39	26	36	145	89	93	41	42	35	69	124	142
peak734	0	2	3	17	13	12	3	7	7	11	20	23
peak735	30	33	27	196	132	111	38	46	37	131	164	291
peak736	74	65	64	236	183	137	68	81	83	117	181	240
peak737	2	1	0	6	10	3	1	0	1	5	7	4
peak738	2	0	0	29	26	16	1	0	0	11	14	27
peak739	29	33	15	102	67	62	7	12	7	27	31	46
peak740	251	182	220	2731	1997	1772	170	216	231	896	1341	1914
peak741	18	15	22	89	61	68	9	19	31	78	107	164
peak742	108	101	103	797	556	530	140	131	145	457	593	801
peak743	130	89	102	590	303	370	92	117	109	301	444	518
peak744	9	1	13	29	24	26	10	18	11	20	31	31
peak745	6	3	2	48	42	42	3	12	11	24	37	59
peak746	5	2	5	25	22	25	4	3	4	11	24	30
peak747	1	6	8	42	19	23	10	6	7	33	35	46
peak748	12	5	7	31	19	26	5	6	9	16	25	23
peak749	289	169	237	603	372	415	338	407	430	362	451	669
peak750	42	61	56	277	188	211	56	68	48	191	246	380
peak751	39	40	39	61	61	62	40	44	67	43	68	88
peak752	0	2	0	11	11	8	1	1	2	7	12	3
peak753	30	29	34	145	93	95	32	35	31	97	131	160
peak754	14	8	16	108	75	73	12	25	16	48	98	125
peak755	2	6	2	10	10	7	5	6	8	9	12	16
peak756	42	27	49	103	56	69	30	56	42	51	64	94
peak757	34	29	30	91	52	54	39	40	32	28	57	66
peak758	57	47	47	690	498	483	50	49	50	307	418	689
peak759	26	18	17	76	66	58	17	23	19	57	55	110
peak760	7	7	9	228	131	164	7	8	8	116	206	235
peak761	7	1	6	30	18	10	9	5	3	22	10	20
peak762	8	13	16	94	62	78	19	7	19	42	64	91
peak763	5	6	5	26	12	10	5	10	6	9	17	19
peak764	31	19	23	72	35	56	22	20	34	17	53	76
peak765	13	7	11	257	166	165	14	14	9	101	166	204
peak766	11	5	5	112	65	65	8	16	8	41	55	90
peak767	78	53	70	239	183	165	88	100	95	167	228	319
peak768	165	89	137	704	427	419	155	179	174	360	530	730
peak769	282	195	202	683	447	431	230	215	252	361	443	617
peak770	477	320	296	1006	664	606	371	409	389	678	631	862
peak771	313	186	208	1226	754	728	228	236	302	667	751	910
peak772	556	369	414	2208	1521	1325	430	440	475	1193	1308	1937
peak773	510	315	338	2380	1476	1380	375	437	439	1141	1432	2024
peak774	299	212	234	2236	1483	1414	304	328	369	1192	1734	2413
peak775	8	11	9	17	8	12	13	15	16	11	10	24
peak776	25	17	13	68	46	35	29	32	23	68	76	104
peak777	9	6	15	123	70	66	8	9	10	55	60	117
peak778	18	17	13	258	166	162	11	12	19	132	198	295
peak779	27	35	30	36	40	35	34	36	35	62	37	47
peak780	20	19	25	52	33	29	27	38	27	26	39	55
peak781	60	36	40	201	118	132	52	40	45	117	157	206
peak782	41	37	35	714	474	374	57	50	52	380	493	688
peak783	45	42	22	109	81	74	47	61	39	65	82	129
peak784	25	10	17	35	22	19	10	23	20	30	26	35
peak785	49	33	24	404	263	251	37	53	33	202	282	395
peak786	1	2	1	18	9	15	2	2	3	6	10	17
peak787	56	53	51	494	353	340	78	65	75	260	384	621
peak788	48	29	35	149	111	110	32	53	47	108	144	206
peak789	85	59	67	484	265	308	78	89	84	224	322	469
peak790	297	160	237	364	269	288	295	299	323	203	239	391
peak791	41	11	21	288	155	210	26	39	29	106	169	226
peak792	4	2	6	24	14	16	6	6	8	17	17	18
peak793	2	3	3	8	15	9	0	1	2	9	3	11
peak794	7	3	6	91	49	53	6	8	12	23	47	58
peak795	2	1	0	15	9	6	1	5	0	2	8	9
peak796	27	7	10	43	37	27	15	20	13	24	28	41
peak797	34	15	22	130	96	85	20	21	18	54	75	103
peak798	18	20	14	141	95	96	23	24	24	60	116	170
peak799	4	2	3	13	12	14	3	7	5	8	11	16
peak800	13	3	11	50	27	26	4	13	5	21	30	56
peak801	65	39	57	610	398	402	55	66	77	328	412	715
peak802	24	23	17	112	65	76	31	37	43	54	96	103
peak803	8	4	7	39	36	40	4	9	8	15	39	51
peak804	6	3	5	94	73	63	7	13	5	52	65	105
peak805	9	5	10	103	84	70	12	15	14	63	99	132
peak806	10	9	10	34	24	25	10	6	9	23	32	33
peak807	28	8	10	49	32	32	19	9	12	25	41	36
peak808	6	4	6	39	50	32	6	9	4	26	33	35
peak809	1	1	0	30	34	18	3	3	3	19	32	30
peak810	6	3	2	16	7	10	4	4	1	4	11	8
peak811	3	6	2	56	37	51	9	6	11	23	40	45
peak812	7	9	8	76	57	60	9	5	6	37	61	86
peak813	129	80	91	258	174	172	118	138	118	151	218	278
peak814	167	127	103	815	539	544	152	170	204	453	610	824
peak815	97	66	93	303	188	174	88	129	109	168	229	288
peak816	162	125	106	213	136	134	152	138	132	130	170	219
peak817	352	239	258	2336	1530	1451	344	377	375	1421	1801	2364
peak818	36	28	21	211	123	102	22	27	30	67	102	166
peak819	12	10	23	74	57	54	18	18	18	50	56	84
peak820	7	5	5	48	32	31	8	4	12	15	21	36
peak821	12	5	7	31	16	19	3	7	4	14	17	32
peak822	5	2	9	95	61	58	11	10	12	42	48	76
peak823	1	2	3	18	16	23	0	1	4	15	16	23
peak824	17	10	14	52	40	30	15	20	18	20	33	45
peak825	15	5	8	41	27	24	13	6	10	12	24	22
peak826	81	63	76	28	58	37	148	143	174	31	44	58
peak827	7	5	2	83	37	45	5	8	8	36	33	51
peak828	7	2	3	16	11	2	4	6	3	9	7	16
peak829	16	9	14	104	68	66	15	22	28	61	72	125
peak830	31	16	23	57	36	39	38	55	56	57	66	100
peak831	97	73	77	1412	915	773	128	140	127	1338	1593	2121
peak832	30	10	19	137	115	97	11	27	17	85	92	143
peak833	15	7	12	38	29	34	10	10	10	23	27	33
peak834	61	42	36	253	177	172	47	69	69	182	217	335
peak835	76	49	64	122	82	88	61	81	76	63	106	146
peak836	64	38	46	100	85	70	61	74	68	58	88	119
peak837	73	49	63	126	103	91	74	78	79	63	117	144
peak838	36	26	19	74	52	48	22	35	43	31	43	66
peak839	46	31	40	247	159	139	34	41	32	104	132	190
peak840	87	53	72	403	223	268	63	61	78	190	250	276
peak841	104	51	60	398	219	242	60	84	84	187	310	310
peak842	96	51	58	525	331	304	62	63	62	283	408	530
peak843	89	54	56	564	370	379	57	78	55	287	400	579
peak844	5	5	7	72	33	39	11	15	14	40	53	78
peak845	45	26	24	356	241	208	44	37	42	146	214	320
peak846	118	88	115	1398	850	852	84	93	128	718	1012	1327
peak847	19	12	11	203	144	126	18	9	20	99	117	163
peak848	11	7	7	80	57	36	7	8	8	25	41	58
peak849	4	8	3	14	14	17	5	1	5	8	12	7
peak850	9	8	9	35	24	26	7	6	7	16	26	25
peak851	6	7	16	20	13	16	16	30	25	17	19	44
peak852	35	35	23	121	90	75	37	56	39	109	130	212
peak853	48	37	24	324	203	207	49	55	63	238	234	354
peak854	73	53	66	430	231	207	56	69	75	230	269	385
peak855	52	25	46	49	55	50	43	65	59	71	65	98
peak856	12	10	5	22	17	19	11	11	11	10	28	25
peak857	11	3	4	37	28	25	6	9	5	22	20	39
peak858	21	10	11	58	44	45	16	14	18	25	34	54
peak859	34	11	18	53	27	36	13	23	24	42	42	69
peak860	72	55	61	948	694	645	62	76	96	533	666	1028
peak861	164	125	147	377	257	266	148	218	245	206	271	401
peak862	254	231	204	554	488	386	200	241	214	327	363	517
peak863	29	14	25	193	140	137	32	36	33	93	162	187
peak864	147	105	102	600	374	331	123	139	158	294	383	501
peak865	120	65	93	812	504	454	107	98	125	374	594	689
peak866	153	95	121	473	372	338	90	153	138	255	393	523
peak867	137	102	92	513	327	289	87	143	123	240	431	473
peak868	76	51	51	310	213	204	66	73	75	200	265	292
peak869	36	26	16	138	83	84	31	29	30	71	82	125
peak870	6	5	10	45	24	17	15	9	21	24	40	63
peak871	1	3	4	72	46	46	6	4	11	73	84	98
peak872	129	114	134	736	476	403	138	171	155	422	507	755
peak873	149	118	105	1171	750	728	125	167	150	529	794	1156
peak874	21	14	22	192	148	138	20	29	27	77	138	192
peak875	23	20	27	57	35	41	21	29	21	37	50	64
peak876	34	39	34	99	53	69	33	41	47	72	65	109
peak877	51	53	60	145	92	72	41	67	79	61	99	161
peak878	52	37	61	149	106	105	52	71	53	105	109	189
peak879	28	37	24	109	72	65	26	29	34	65	60	104
peak880	14	5	12	59	34	38	18	27	11	44	70	62
peak881	13	9	13	56	46	58	21	28	28	33	37	79
peak882	245	212	236	144	130	117	328	309	334	120	134	235
peak883	9	10	12	42	38	33	24	20	18	16	35	44
peak884	11	14	6	19	21	14	9	7	14	11	22	36
peak885	100	69	91	785	641	628	99	95	105	673	711	973
peak886	3	1	1	11	6	4	0	1	2	5	9	12
peak887	22	2	8	137	73	92	11	12	18	64	88	110
peak888	19	10	15	216	138	133	21	19	35	131	157	241
peak889	6	7	6	39	22	19	7	9	5	13	31	29
peak890	5	4	6	29	33	21	4	8	11	18	24	33
peak891	27	27	38	382	264	288	36	33	43	215	362	544
peak892	22	7	9	90	46	57	13	16	32	35	83	114
peak893	45	33	46	112	61	60	45	72	69	66	91	113
peak894	111	81	71	556	373	378	89	114	115	319	498	620
peak895	125	109	123	666	369	379	127	136	133	384	553	666
peak896	111	94	80	2190	1352	1342	79	95	110	1364	1652	2356
peak897	1	2	3	6	3	4	2	2	2	3	6	12
peak898	9	11	10	139	84	76	12	17	22	78	80	103
peak899	25	14	17	32	22	26	25	14	22	15	31	45
peak900	22	17	12	35	20	31	17	14	16	16	29	34
peak901	24	27	28	147	126	106	21	22	30	95	105	173
peak902	29	17	18	53	42	42	14	14	14	27	33	47
peak903	5	7	4	20	12	12	7	17	5	13	15	25
peak904	4	4	6	6	13	15	5	10	10	12	14	14
peak905	8	6	13	21	17	27	12	18	28	19	27	35
peak906	11	3	11	45	29	48	21	20	22	35	65	68
peak907	17	18	23	67	39	45	29	49	32	41	81	87
peak908	86	46	63	560	379	346	80	106	111	323	431	609
peak909	167	123	128	255	179	153	145	165	136	118	202	226
peak910	13	14	17	34	39	34	17	38	25	35	39	38
peak911	24	25	18	59	46	59	33	28	35	47	46	87
peak912	69	38	44	106	57	63	73	100	89	73	90	121
peak913	21	12	20	236	148	145	19	25	21	126	211	239
peak914	45	41	17	282	224	199	30	34	37	131	221	264
peak915	3	2	5	5	10	4	5	9	4	7	8	15
peak916	110	86	82	791	543	496	110	113	114	401	546	835
peak917	59	43	63	320	262	278	68	73	74	182	296	363
peak918	27	17	21	63	50	41	23	34	20	35	56	80
peak919	53	28	38	191	145	123	32	47	34	95	124	155
peak920	260	195	223	1239	882	732	308	377	311	1020	1155	1665
peak921	123	88	104	75	57	66	126	162	173	57	77	104
peak922	71	52	71	345	230	229	84	92	90	182	272	316
peak923	31	23	37	99	61	60	37	57	49	90	90	112
peak924	101	58	68	439	277	291	80	92	82	313	405	556
peak925	61	37	54	259	182	187	69	82	99	181	250	347
peak926	31	39	20	192	121	125	37	49	43	125	141	231
peak927	10	9	9	73	89	65	6	14	9	51	62	92
peak928	8	4	5	21	14	18	4	9	2	16	19	24
peak929	21	17	14	51	35	23	22	21	23	27	36	37
peak930	12	7	12	62	49	63	10	13	21	81	88	124
peak931	58	50	47	532	382	306	49	67	53	289	462	624
peak932	17	8	16	129	87	87	27	23	25	46	80	135
peak933	154	70	99	1136	788	669	142	144	126	604	819	1026
peak934	112	81	93	167	123	104	91	113	144	87	105	172
peak935	24	21	27	101	93	82	37	43	41	140	217	219
peak936	17	16	13	225	170	181	17	22	14	252	287	416
peak937	146	76	125	82	47	76	250	350	322	119	149	144
peak938	196	130	127	1326	898	759	245	295	271	960	1605	1819
peak939	2	0	0	8	6	9	2	1	0	7	4	10
peak940	13	10	13	109	73	52	10	6	8	66	55	100
peak941	8	15	10	20	15	15	9	18	10	17	15	16
peak942	3	1	4	10	9	11	9	7	1	16	12	24
peak943	21	8	18	183	147	148	9	27	21	114	134	298
peak944	25	12	17	241	164	141	31	18	27	132	158	207
peak945	49	28	19	129	83	84	53	39	39	51	64	107
peak946	3	5	7	84	55	73	3	9	6	60	87	96
peak947	4	2	10	25	16	23	7	6	8	17	20	32
peak948	124	82	98	348	247	190	100	133	132	269	300	345
peak949	86	93	57	520	360	289	88	99	131	283	390	490
peak950	24	10	12	70	50	54	9	15	18	53	53	81
peak951	17	13	18	42	27	20	17	21	28	19	37	36
peak952	31	31	22	46	39	36	22	40	43	32	48	74
peak953	21	25	22	193	124	132	22	48	33	74	99	148
peak954	42	35	35	61	31	42	39	44	35	37	75	85
peak955	48	32	21	94	50	51	41	25	33	29	65	66
peak956	51	30	27	63	53	56	55	36	41	36	47	76
peak957	29	17	22	98	68	67	22	31	34	70	112	126
peak958	15	9	10	114	72	67	13	8	13	51	72	93
peak959	20	10	11	180	136	136	27	20	19	100	140	152
peak960	2	1	4	93	52	40	5	7	4	33	63	63
peak961	8	2	5	140	116	93	5	8	6	84	89	182
peak962	10	16	12	16	30	16	9	18	13	26	21	24
