control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak477	38	2	48	477	467	423	59	17	10	41	48	29
peak478	144	14	213	163	91	136	381	124	105	125	143	66
peak479	12	2	18	58	39	35	7	1	0	5	3	2
peak480	46	1	44	848	1420	736	15	2	4	24	23	12
peak481	149	9	216	894	1875	890	93	35	26	66	64	30
peak482	16	0	9	234	348	213	6	7	1	30	26	12
peak483	12	0	8	98	58	75	7	2	0	14	14	6
peak484	4	0	11	139	75	75	7	1	3	11	13	6
peak485	13	0	15	213	134	158	14	2	2	23	21	8
peak486	44	3	35	279	183	159	5	1	2	3	6	2
peak487	2	0	3	62	29	27	0	0	0	0	0	0
peak488	1	0	0	68	43	34	0	0	0	0	4	0
peak489	13	1	7	65	65	57	2	0	0	3	3	0
peak490	6	0	1	7	3	4	47	9	12	44	38	15
peak491	2	0	1	5	1	3	23	3	9	26	27	16
peak492	2	0	0	7	4	0	16	1	4	34	16	17
peak493	147	17	193	1653	2043	1569	369	116	86	396	380	229
peak494	7	1	5	98	187	137	5	2	1	5	8	2
peak495	10	0	14	281	205	242	6	0	1	16	8	4
peak496	5	1	8	81	24	41	11	1	1	2	5	5
peak497	19	2	8	95	31	51	11	5	2	13	7	2
peak498	9	1	6	122	44	63	8	6	2	8	6	2
peak499	19	0	24	402	135	208	15	8	3	27	12	17
peak500	29	4	27	746	319	351	21	7	4	34	26	16
peak501	263	21	389	638	320	554	223	44	33	211	136	97
peak502	185	13	245	396	135	314	147	38	21	138	104	68
peak503	183	10	257	254	64	195	155	34	24	86	71	47
peak504	160	10	249	341	198	236	121	33	25	74	46	42
peak505	373	26	483	202	410	538	162	44	22	34	46	5
peak506	33	2	65	876	544	713	36	6	0	59	36	15
peak507	23	0	44	91	60	97	14	7	3	13	12	7
peak508	36	0	75	158	133	138	24	14	3	18	21	6
peak509	122	10	197	1416	954	996	67	17	12	72	63	48
peak510	35	3	58	255	350	280	68	29	18	24	33	21
peak511	44	7	73	73	145	89	36	7	20	19	12	7
peak512	36	7	59	93	101	82	48	11	18	16	18	10
peak513	125	15	132	750	986	688	116	40	31	67	63	34
peak514	33	1	38	109	67	84	44	16	9	24	25	17
peak515	42	1	47	259	191	133	78	35	18	60	55	27
peak516	83	8	90	481	497	382	123	37	42	70	84	26
peak517	7	0	4	89	28	21	18	7	3	32	11	16
peak518	36	0	18	631	305	172	65	19	9	60	45	28
peak519	13	0	6	260	63	72	31	5	6	36	27	14
peak520	28	2	31	259	153	210	21	4	6	13	15	3
peak521	12	2	10	257	258	245	20	4	3	36	33	16
peak522	15	0	36	173	99	102	22	10	6	21	18	8
peak523	10	0	5	76	58	87	7	3	1	10	8	6
peak524	367	18	377	1923	2016	1538	205	68	72	149	171	104
peak525	15	3	63	79	126	140	17	3	0	8	4	6
peak526	94	7	208	303	752	592	31	11	11	12	18	12
peak527	164	28	475	1478	4292	3314	82	22	17	61	61	27
peak528	10	0	39	53	229	122	7	2	2	5	4	4
peak529	13	1	35	64	258	128	6	1	2	5	3	3
peak530	337	20	412	3077	2114	2506	564	186	133	579	547	301
peak531	84	2	110	210	135	149	188	59	32	37	42	36
peak532	137	20	196	418	370	393	338	111	86	255	255	123
peak533	130	6	85	230	152	136	60	19	12	39	49	32
peak534	132	6	114	200	185	145	43	21	13	34	33	25
peak535	150	8	120	731	546	388	76	19	23	82	90	56
peak536	164	5	125	832	683	432	88	18	23	114	88	84
peak537	164	8	245	534	613	550	134	38	32	58	73	31
peak538	56	5	104	171	32	110	67	18	17	17	15	14
peak539	146	4	184	1223	749	802	171	33	31	141	96	68
peak540	69	0	92	181	71	130	45	19	11	38	30	25
peak541	115	8	167	484	376	325	99	33	20	71	81	39
peak542	67	7	82	639	504	492	66	12	9	55	69	17
peak543	235	11	258	2687	2659	2082	176	35	33	231	177	99
peak544	4	1	7	83	72	64	5	4	2	16	16	10
peak545	1312	138	1833	6968	15562	10971	487	165	142	336	392	247
peak546	169	26	316	157	342	453	63	26	19	27	33	9
peak547	158	16	268	1354	1791	1841	342	117	105	450	477	253
peak548	64	3	113	395	319	516	158	47	48	177	194	103
peak549	70	8	103	102	82	88	302	87	52	74	60	53
peak550	26	2	29	521	604	522	13	4	0	15	22	11
peak551	14	3	24	59	72	47	6	0	1	1	2	1
peak552	49	3	59	424	513	248	75	22	23	46	61	39
peak553	66	7	103	1463	980	1118	104	39	28	141	140	80
peak554	108	6	122	1077	978	1065	115	38	26	162	140	90
peak555	19	2	23	187	115	179	24	9	6	24	29	18
peak556	58	5	101	373	377	386	67	19	19	94	80	52
peak557	33	4	52	82	46	42	177	52	30	60	69	38
peak558	15	1	15	55	52	47	20	3	4	15	14	3
peak559	7	2	5	80	94	77	20	3	2	12	10	3
peak560	8	1	13	227	230	157	24	10	4	29	20	14
peak561	100	5	59	700	472	460	34	16	10	34	30	12
peak562	54	2	31	158	140	121	17	8	4	12	15	5
peak563	29	5	27	203	190	151	13	5	1	15	14	6
peak564	91	10	158	333	315	289	235	80	41	152	112	72
peak565	37	3	61	173	240	143	64	29	11	45	33	23
peak566	9	0	17	103	106	97	17	4	4	12	15	5
peak567	606	32	726	7599	3858	5457	743	210	147	573	483	332
peak568	106	4	121	140	85	100	120	29	31	53	56	27
peak569	446	48	962	2654	1613	2134	726	254	182	1070	1059	551
peak570	510	42	746	981	506	974	829	236	153	368	444	290
peak571	36	6	91	547	616	712	9	3	10	15	8	6
peak572	22	0	59	121	73	115	5	2	3	4	3	3
peak573	32	6	60	125	104	143	9	1	2	6	5	4
peak574	44	5	87	417	434	480	13	3	3	12	6	6
peak575	31	0	54	268	225	251	8	1	2	10	10	1
peak576	115	9	127	553	338	238	62	16	14	35	20	12
peak577	164	14	218	602	496	304	91	29	19	52	39	16
peak578	87	3	98	718	497	410	56	7	9	33	24	19
peak579	270	14	337	2852	2013	1545	115	26	26	128	131	69
peak580	46	3	44	137	152	184	12	2	1	4	8	1
peak581	511	25	502	9703	6766	5511	153	43	27	163	121	70
peak582	59	5	81	478	435	331	16	5	2	7	18	8
peak583	75	4	106	430	158	293	45	9	11	19	16	6
peak584	88	3	138	63	14	42	87	26	14	26	43	23
peak585	1	2	1	21	101	56	1	0	1	6	4	6
peak586	23	3	42	322	143	176	63	25	11	53	39	35
peak587	37	3	45	307	168	205	60	21	15	66	62	27
peak588	6	2	13	67	38	57	27	3	4	20	19	11
peak589	14	1	14	69	36	56	36	4	2	23	21	9
peak590	25	1	19	69	40	26	36	3	6	21	17	18
peak591	15	0	22	119	73	66	38	4	7	38	19	18
peak592	40	3	36	252	149	192	47	12	10	46	27	16
peak593	53	2	49	688	488	459	65	20	13	98	78	46
peak594	8	0	8	98	202	125	34	7	8	55	64	26
peak595	77	7	185	395	484	541	174	57	36	107	114	43
peak596	92	4	95	263	81	212	116	39	18	27	25	21
peak597	114	7	150	1858	1038	1313	181	49	29	156	89	81
peak598	12	2	23	683	853	671	33	10	4	53	37	20
peak599	113	4	105	1348	1051	1038	293	95	71	376	329	183
peak600	0	0	1	51	25	24	3	1	0	16	11	7
peak601	7	1	6	143	69	78	17	10	3	30	32	23
peak602	5	1	10	29	102	82	3	3	1	2	7	3
peak603	108	10	154	260	221	145	81	27	22	44	49	16
peak604	17	3	30	287	765	342	12	3	3	7	6	9
peak605	39	0	40	395	881	371	26	7	6	18	21	5
peak606	6	1	10	69	71	18	8	0	2	6	4	3
peak607	3	0	7	51	66	27	2	1	1	3	3	0
peak608	3	0	18	83	69	58	5	1	1	4	3	3
peak609	11	0	13	66	82	69	7	2	0	3	5	3
peak610	6	1	8	76	51	55	5	1	1	6	9	3
peak611	51	2	95	154	141	137	68	20	11	11	22	13
peak612	31	2	32	72	18	46	33	9	11	12	29	9
peak613	74	4	110	953	456	703	101	27	20	101	58	75
peak614	266	37	609	5124	10175	6602	289	97	50	545	384	271
peak615	142	12	289	1164	1017	1787	166	57	36	249	184	123
peak616	270	28	452	2163	2933	2212	149	46	55	120	157	80
peak617	32	2	40	220	170	171	60	20	22	50	47	33
peak618	39	3	56	265	276	305	137	61	34	75	67	39
peak619	60	7	145	714	922	980	44	11	10	55	37	11
peak620	11	2	11	145	94	80	55	11	9	46	33	19
peak621	553	35	525	3745	1799	2232	487	147	123	322	303	138
peak622	334	36	470	1256	1329	1253	394	130	98	211	256	122
peak623	94	15	99	820	744	514	79	21	22	90	84	21
peak624	162	13	147	449	374	230	39	6	22	7	13	10
peak625	102	5	100	899	764	456	25	3	16	14	12	10
peak626	277	17	222	1174	736	583	101	24	18	43	46	26
peak627	179	7	126	310	154	130	45	22	13	11	6	4
peak628	22	1	33	56	40	45	59	21	10	39	44	13
peak629	92	6	140	532	663	500	133	43	29	102	117	48
peak630	38	1	38	112	114	84	27	4	6	27	26	12
peak631	41	5	65	324	331	233	33	14	8	43	29	23
peak632	7	0	0	139	120	56	6	2	1	24	18	10
peak633	92	16	130	507	762	575	101	28	24	82	58	33
peak634	28	0	34	79	98	90	25	8	13	12	16	14
peak635	176	20	235	1117	1681	1012	136	34	55	92	112	58
peak636	36	3	58	82	150	99	99	17	34	60	59	27
peak637	95	11	117	135	262	182	45	13	9	12	9	2
peak638	116	13	185	499	557	561	80	17	13	20	24	12
peak639	295	29	436	4224	9994	5875	121	26	33	106	114	62
peak640	53	0	58	126	134	101	14	3	4	8	5	1
peak641	23	2	28	81	90	109	28	8	9	26	28	16
peak642	47	9	83	124	99	109	58	19	13	35	17	11
peak643	42	3	39	272	168	198	45	12	17	11	18	11
peak644	61	4	64	342	557	329	11	1	2	7	8	3
peak645	16	1	19	201	146	145	2	0	1	3	2	0
peak646	57	4	126	445	451	466	349	110	100	629	619	306
peak647	31	3	41	302	324	285	99	29	16	97	92	46
peak648	63	1	71	139	30	118	102	26	20	73	52	51
peak649	55	1	62	176	46	118	98	25	13	83	47	47
peak650	38	0	18	562	339	329	62	11	8	76	45	37
peak651	22	0	19	133	86	90	23	6	8	19	14	14
peak652	14	0	18	154	78	40	13	3	3	7	10	8
peak653	11	1	13	67	33	14	11	3	2	5	3	3
peak654	117	7	132	743	1182	621	82	32	21	71	64	36
peak655	117	8	155	527	651	427	86	20	23	53	54	25
peak656	190	15	211	1263	1190	1134	132	51	26	76	63	30
peak657	76	5	152	229	198	129	146	54	32	48	53	35
peak658	7	1	9	105	186	90	6	2	0	5	9	0
peak659	311	19	387	1118	1552	883	206	50	51	76	66	40
peak660	10	0	3	72	113	62	12	1	2	12	15	6
peak661	304	37	589	787	599	653	903	337	171	705	520	464
peak662	40	3	57	159	150	204	74	19	16	43	57	22
peak663	68	5	106	647	934	681	19	4	7	24	24	10
peak664	77	12	104	312	532	398	21	5	3	17	20	4
peak665	128	14	188	896	1523	1232	39	12	8	41	50	31
peak666	61	4	67	932	1552	1093	15	8	2	46	47	25
peak667	62	5	140	261	250	215	292	73	53	142	131	77
peak668	85	7	161	320	263	246	120	38	16	61	70	38
peak669	72	10	131	147	437	521	70	27	21	42	71	11
peak670	23	2	31	537	231	343	68	13	15	82	47	46
peak671	45	3	49	386	251	275	105	26	24	59	64	36
peak672	16	0	7	88	52	43	25	4	5	27	13	7
peak673	24	1	38	17	4	9	92	15	12	39	40	25
peak674	75	12	124	338	691	596	54	20	6	44	57	25
peak675	56	7	112	292	520	489	61	22	13	45	49	20
peak676	64	4	134	632	1288	1203	82	23	20	83	90	60
peak677	85	14	196	1229	2400	2124	111	37	24	125	150	72
peak678	1	0	3	83	38	55	0	0	0	3	2	0
peak679	101	10	247	169	110	176	117	54	33	19	26	23
peak680	102	6	272	2508	2816	2633	172	65	33	177	158	116
peak681	211	36	452	3782	4266	4048	248	94	46	263	235	162
peak682	23	1	36	151	98	84	42	9	8	35	38	15
peak683	18	0	21	50	44	44	33	6	6	18	21	9
peak684	38	0	39	106	29	66	89	14	9	35	30	21
peak685	138	6	153	926	446	823	280	75	50	209	166	102
peak686	320	26	384	3147	3854	2653	394	112	94	436	442	222
peak687	440	22	184	946	440	292	82	20	22	23	27	17
peak688	64	13	99	1390	1813	1509	218	63	41	295	261	153
peak689	59	7	97	228	493	306	118	38	39	68	99	48
peak690	134	16	252	501	823	605	273	119	93	97	104	71
peak691	9	0	7	69	106	94	28	5	4	13	20	14
peak692	18	0	29	266	214	142	75	20	13	68	52	36
peak693	32	1	56	296	223	269	106	28	30	81	73	50
peak694	58	2	117	811	635	907	203	59	30	186	156	88
peak695	16	1	25	118	62	111	56	14	9	27	22	16
peak696	101	5	127	388	384	278	87	31	23	35	67	37
peak697	1	0	4	53	38	36	15	4	6	15	9	15
peak698	16	1	16	241	225	203	22	11	4	41	22	30
peak699	21	3	45	604	442	551	102	21	17	144	126	68
peak700	12	0	11	84	41	58	41	9	9	18	29	18
peak701	2	0	4	75	106	84	2	0	0	8	3	6
peak702	46	7	61	78	57	68	20	4	7	7	5	5
peak703	187	10	322	957	503	673	75	21	19	30	38	14
peak704	71	6	95	1435	1951	1380	185	50	44	298	294	155
peak705	32	0	25	235	229	210	73	25	18	60	74	28
peak706	31	1	41	122	66	136	80	29	19	34	59	28
peak707	19	1	47	89	78	103	15	2	2	4	4	4
peak708	97	10	166	1049	794	905	75	22	15	62	57	34
peak709	17	5	47	130	111	114	67	11	15	36	47	34
peak710	38	7	140	80	224	579	9	2	3	4	5	1
peak711	56	7	130	94	322	332	6	0	2	3	3	2
peak712	2	1	4	50	74	111	5	3	1	6	8	2
peak713	46	8	106	180	324	270	2	4	0	4	4	0
peak714	101	17	198	123	300	272	10	1	2	2	1	1
peak715	2	0	5	45	154	84	0	0	0	0	0	1
peak716	101	11	203	801	717	702	145	50	47	115	106	70
peak717	2	0	2	87	35	40	3	0	1	1	5	3
peak718	21	2	29	213	281	189	28	8	9	19	24	14
peak719	44	1	34	622	386	325	71	25	13	110	86	50
peak720	17	0	18	156	94	95	36	14	14	38	28	19
peak721	88	3	100	327	198	243	106	53	32	78	86	39
peak722	35	1	62	172	92	130	126	33	29	128	113	52
peak723	85	5	137	297	325	345	150	57	41	88	86	41
peak724	75	5	107	221	148	109	173	49	42	62	56	34
peak725	71	7	112	316	414	371	111	39	30	111	86	58
peak726	15	1	23	134	162	104	34	9	18	27	24	15
peak727	2	1	9	67	134	117	18	1	6	26	29	7
peak728	42	4	37	158	271	151	47	8	6	26	24	14
peak729	44	2	53	83	173	118	49	5	9	11	16	8
peak730	23	3	42	104	86	99	48	6	5	31	25	25
peak731	99	11	138	1399	1507	1256	113	43	32	163	144	83
peak732	6	2	14	88	196	101	17	3	4	16	21	10
peak733	1	0	4	56	56	60	7	1	2	11	9	7
peak734	17	4	21	224	384	213	23	5	5	30	28	11
peak735	106	30	531	415	962	897	405	117	107	135	167	87
peak736	101	35	455	930	3578	2728	362	107	95	303	312	156
peak737	33	7	148	60	186	140	126	35	43	26	36	18
peak738	71	6	87	387	249	253	102	27	24	60	67	35
peak739	64	4	74	1554	1449	1179	96	25	21	143	97	75
peak740	6	0	8	48	79	63	11	2	3	7	8	7
peak741	8	4	16	37	99	68	12	3	2	13	11	11
peak742	23	1	35	322	253	307	63	14	7	98	69	39
peak743	417	21	333	11452	10881	7431	300	99	59	580	528	309
peak744	340	25	322	1424	1776	1063	257	85	72	145	173	85
peak745	101	2	87	150	264	231	65	22	18	29	38	15
peak746	1	0	7	33	60	52	4	0	4	10	9	6
peak747	9	1	6	184	133	122	0	0	0	5	0	0
peak748	0	0	5	121	45	70	2	0	2	0	0	0
peak749	23	0	23	122	57	79	54	18	14	25	25	12
peak750	75	1	79	822	412	361	221	53	42	184	114	83
peak751	27	0	27	81	17	39	56	20	15	25	17	23
peak752	74	5	63	559	210	265	153	43	29	120	98	61
peak753	7	0	16	60	73	46	45	16	11	60	51	31
peak754	0	0	1	53	21	13	3	1	0	6	6	2
peak755	0	0	0	64	32	17	2	0	1	10	11	8
peak756	95	7	112	203	125	143	88	23	26	31	28	21
peak757	2	0	18	35	141	202	5	2	0	14	19	7
peak758	0	0	1	37	60	76	2	1	1	5	2	1
peak759	3	1	18	44	70	73	3	1	0	1	2	1
peak760	11	1	29	292	517	436	9	2	2	18	13	8
peak761	9	1	32	377	427	480	14	1	3	14	6	7
peak762	59	7	80	1109	870	967	41	6	8	56	46	33
peak763	17	0	42	178	296	248	80	30	20	86	78	53
peak764	10	2	33	76	45	81	83	16	12	84	47	34
peak765	14	0	24	107	97	79	27	9	4	35	25	15
peak766	276	26	368	848	211	425	135	37	21	54	45	22
peak767	154	4	240	325	107	249	119	36	20	19	15	15
peak768	320	22	480	695	369	457	176	61	35	66	53	23
peak769	27	1	31	82	24	37	19	2	1	5	7	1
peak770	22	0	26	140	97	107	7	3	1	3	2	2
peak771	11	3	20	47	34	85	8	4	0	10	9	1
peak772	38	4	90	1252	2182	2014	38	13	8	89	104	37
peak773	16	0	19	259	147	158	15	4	1	22	17	8
peak774	71	6	76	134	84	93	20	5	3	14	8	5
peak775	34	2	31	189	77	68	15	1	0	7	4	7
peak776	5	0	17	162	125	123	6	0	1	8	3	3
peak777	29	2	27	116	33	33	6	2	5	2	2	2
peak778	17	2	26	200	68	66	4	1	1	4	4	4
peak779	48	3	58	48	21	54	87	21	14	49	56	31
peak780	54	8	73	93	30	73	127	32	12	98	61	44
peak781	65	3	88	225	78	191	98	34	13	38	28	18
peak782	33	0	49	1099	814	931	83	21	9	98	63	54
peak783	59	3	65	503	298	391	47	19	9	25	24	13
peak784	15	1	14	80	31	56	16	3	3	4	3	2
peak785	218	21	310	2163	1281	1703	235	70	52	180	189	102
peak786	273	24	354	1009	795	1099	264	74	64	164	175	74
peak787	50	6	94	339	213	324	60	23	11	52	52	32
peak788	101	4	152	132	62	130	142	44	31	74	93	51
peak789	73	10	88	240	295	477	123	46	20	115	118	51
peak790	146	5	177	1138	682	573	301	88	47	191	146	107
peak791	109	11	244	727	642	698	217	61	34	198	143	94
peak792	4	0	8	56	45	63	5	0	0	3	1	0
peak793	60	9	93	267	355	336	245	64	55	152	166	87
peak794	17	2	55	187	323	313	113	39	32	200	203	92
peak795	80	8	153	98	21	75	137	38	22	70	56	50
peak796	47	3	59	197	59	137	87	29	13	95	40	50
peak797	70	2	93	342	82	239	107	29	24	137	65	85
peak798	45	0	75	1279	342	785	124	32	21	288	132	128
peak799	128	18	260	2396	1107	1550	214	72	51	397	228	150
peak800	51	3	75	276	188	172	66	21	14	40	31	31
peak801	26	0	46	105	21	73	128	43	20	122	72	82
peak802	14	0	21	78	13	47	58	19	12	91	58	44
peak803	30	0	26	90	28	65	117	24	19	94	72	58
peak804	30	1	34	84	31	70	140	33	21	77	81	52
peak805	7	2	9	53	17	25	8	1	0	9	7	2
peak806	24	1	29	144	75	83	9	2	1	3	2	2
peak807	24	0	24	95	134	83	14	1	1	11	5	6
peak808	10	0	15	51	63	53	20	8	5	29	13	7
peak809	1	0	13	27	43	72	0	0	0	0	3	0
peak810	9	2	84	393	952	1456	3	1	1	11	13	6
peak811	51	3	88	596	328	271	37	15	9	66	50	25
peak812	211	9	294	1713	1225	1463	185	54	26	189	170	94
peak813	49	6	132	198	56	88	169	41	31	74	77	32
peak814	6	0	0	131	55	32	2	0	0	3	0	0
peak815	114	5	123	561	290	427	33	11	7	15	16	12
peak816	4	0	2	114	57	56	0	0	0	2	5	0
peak817	40	1	61	167	29	136	18	3	2	17	8	12
peak818	45	0	70	475	46	289	27	6	4	39	30	26
peak819	70	2	71	289	37	156	38	5	3	30	15	17
peak820	64	0	70	284	37	149	25	7	4	14	16	10
peak821	64	0	72	571	84	290	16	9	3	20	18	11
peak822	68	1	71	876	194	373	13	4	7	30	22	16
peak823	61	0	63	937	197	388	23	8	9	37	22	19
peak824	68	1	74	996	203	455	22	5	7	45	21	16
peak825	99	5	124	2522	745	1212	39	7	7	56	36	28
peak826	56	1	65	197	32	90	23	3	3	5	8	5
peak827	54	2	52	240	51	112	18	5	3	11	8	3
peak828	26	5	47	153	107	154	41	18	12	60	66	23
peak829	64	7	78	789	328	559	147	49	22	141	100	94
peak830	140	14	186	2055	860	1256	267	85	56	286	239	159
peak831	101	9	111	391	122	232	152	59	32	80	52	27
peak832	22	1	24	148	132	96	7	1	3	7	4	1
peak833	16	1	25	96	61	83	9	1	0	2	3	2
peak834	23	0	23	141	132	99	6	1	1	2	0	7
peak835	14	0	11	67	53	41	5	1	0	0	2	1
peak836	23	0	26	63	185	178	1	1	2	0	2	2
peak837	17	0	18	31	134	84	1	1	0	2	1	0
peak838	384	34	969	3384	2699	3881	28	13	9	49	35	24
peak839	117	4	208	349	69	283	8	1	2	7	4	2
peak840	169	5	254	473	156	266	11	4	2	6	5	1
peak841	10	0	2	55	24	17	0	0	0	0	0	1
peak842	27	4	126	669	828	1199	101	30	20	121	101	49
peak843	19	0	29	77	31	108	18	5	6	14	12	6
peak844	66	9	168	1333	2062	2364	94	38	26	205	145	83
peak845	7	1	18	53	53	122	6	3	5	10	8	2
peak846	20	1	31	75	63	96	25	7	1	25	18	14
peak847	40	2	80	743	593	701	103	31	27	192	190	112
peak848	22	1	39	117	93	52	7	3	2	8	6	2
peak849	3	1	28	6	2	12	61	24	8	31	30	23
peak850	6	1	12	237	209	219	10	6	6	35	14	10
peak851	11	0	25	415	374	437	33	10	6	82	65	45
peak852	7	1	15	91	72	94	22	7	11	23	18	9
peak853	3	0	7	29	67	62	7	3	2	6	6	5
peak854	39	3	53	427	149	236	132	37	25	105	112	74
peak855	40	1	35	158	64	103	127	38	27	73	66	36
peak856	201	9	180	1269	566	622	66	26	16	44	34	21
peak857	114	4	116	713	232	369	61	14	13	34	34	26
peak858	124	2	141	542	307	344	60	17	10	37	37	20
peak859	175	11	296	297	212	221	38	12	6	7	5	5
peak860	1	0	3	126	58	53	1	0	0	1	0	0
peak861	11	2	8	298	72	161	2	0	0	1	0	0
peak862	12	1	8	127	23	60	1	0	0	0	0	0
peak863	6	1	2	74	32	17	0	0	0	1	0	0
peak864	23	4	32	316	209	263	4	0	0	4	4	0
peak865	53	6	29	340	251	243	8	2	2	6	6	2
peak866	17	0	27	216	143	144	0	0	0	0	1	0
peak867	257	37	492	519	392	590	8	3	1	0	7	1
peak868	1194	112	1727	11963	14609	9918	628	182	112	674	465	265
peak869	132	10	163	1005	520	731	129	37	31	203	138	87
peak870	3	0	4	56	10	19	1	0	0	2	0	1
peak871	60	2	66	1307	505	886	109	29	25	166	119	93
peak872	16	2	24	247	329	272	50	21	8	77	64	43
peak873	17	2	34	132	86	111	89	25	17	67	60	38
peak874	11	1	10	82	32	60	1	0	0	0	0	0
peak875	2	1	7	132	102	110	7	1	3	11	5	12
peak876	122	12	196	232	138	154	159	44	40	63	49	44
peak877	20	1	24	224	287	240	34	9	6	28	29	11
peak878	37	4	35	78	115	122	26	8	8	18	20	7
peak879	45	3	83	569	463	483	61	21	18	53	50	36
peak880	75	3	107	167	299	325	333	97	83	265	237	111
peak881	107	9	173	441	290	372	587	190	141	280	282	163
peak882	22	7	52	162	286	199	52	26	19	46	63	23
peak883	11	2	14	89	42	57	50	11	9	38	30	26
peak884	22	0	16	155	83	154	46	13	7	30	34	23
peak885	59	5	115	1675	1460	1422	153	46	38	184	143	84
peak886	128	9	174	1389	939	1178	169	56	33	145	150	83
peak887	4	0	5	73	13	34	0	0	0	0	0	0
peak888	77	4	144	357	130	253	9	1	0	1	2	1
peak889	92	3	147	322	154	268	7	0	1	3	3	3
peak890	48	7	92	748	412	771	8	0	1	6	1	2
peak891	1042	74	2108	5616	1875	4327	18	3	1	4	4	2
peak892	486	21	926	1954	437	1224	10	1	4	5	6	1
peak893	325	22	543	1346	425	989	9	2	0	8	4	1
peak894	312	33	787	5324	4536	5378	8	1	1	11	11	8
peak895	60	4	81	72	82	109	84	30	12	6	13	6
peak896	11	2	44	75	60	144	5	0	1	6	2	2
peak897	27	1	66	264	186	357	1	0	0	2	0	0
peak898	25	1	80	214	247	382	0	0	0	1	0	0
peak899	17	1	67	76	50	106	0	0	0	0	0	0
peak900	19	2	41	228	97	238	0	0	0	0	0	0
peak901	25	2	29	163	93	165	0	0	0	1	0	1
peak902	18	0	32	174	103	207	0	0	1	1	1	0
peak903	39	4	60	261	168	293	1	1	1	0	2	1
peak904	13	1	26	73	22	55	1	0	0	0	0	0
peak905	17	0	28	177	67	144	1	0	0	0	0	0
peak906	0	0	0	9	8	3	12	3	4	22	24	7
peak907	3	0	1	32	30	23	19	6	2	62	50	22
peak908	0	0	0	20	10	14	19	3	2	37	31	12
peak909	137	12	179	1977	1306	1766	212	51	62	216	213	92
peak910	103	2	117	1960	1285	1436	153	29	31	168	159	89
peak911	62	10	103	613	456	543	83	18	12	60	49	28
peak912	124	16	202	2625	2140	2376	159	45	36	184	177	91
peak913	30	3	33	113	103	72	39	18	7	17	13	4
peak914	41	0	39	345	94	171	79	26	15	141	83	47
peak915	108	6	120	1563	751	1055	123	40	22	85	85	56
peak916	28	3	46	101	41	70	38	16	9	7	5	9
peak917	80	2	120	489	206	354	94	23	12	68	82	56
peak918	37	1	42	126	41	69	45	12	5	20	12	18
peak919	66	6	76	537	468	555	76	28	12	64	66	31
peak920	2	0	1	117	75	81	27	9	6	46	41	23
peak921	7	0	2	109	50	51	4	3	0	4	0	3
peak922	3	0	8	50	71	36	1	2	0	4	3	1
peak923	9	1	4	68	57	35	2	0	2	1	2	2
peak924	1	0	0	86	35	47	0	1	0	1	2	1
peak925	4	0	1	90	23	39	0	0	0	5	2	4
peak926	7	0	3	197	96	95	2	1	0	4	7	5
peak927	23	0	26	247	101	90	13	5	2	10	16	3
peak928	661	59	1512	154	51	216	1309	351	256	413	460	262
peak929	129	18	279	3467	2531	3531	118	51	30	185	131	92
peak930	60	7	58	738	332	460	133	33	27	153	148	85
peak931	111	7	213	684	367	586	257	72	25	132	105	77
peak932	57	2	109	201	93	166	141	49	18	59	49	26
peak933	238	25	382	1024	1377	1077	326	113	54	220	207	132
peak934	7	1	14	9	1	13	56	8	9	43	30	38
peak935	33	1	40	209	82	130	175	40	53	155	139	85
peak936	203	20	264	1646	2819	1488	113	54	41	102	134	55
peak937	246	13	256	1439	594	804	392	95	68	233	197	125
peak938	1	0	9	25	43	47	2	2	0	7	9	6
peak939	13	0	8	107	43	28	0	0	0	0	0	0
peak940	23	1	9	223	85	99	2	0	1	1	0	0
peak941	8	1	5	70	32	35	0	0	0	0	0	0
peak942	523	45	855	16033	17727	17694	240	70	48	465	429	191
peak943	80	5	127	517	207	548	55	12	6	28	18	16
peak944	126	10	224	145	40	147	64	15	13	10	2	6
peak945	168	21	385	2046	2529	1795	58	13	9	51	34	27
peak946	80	13	174	278	160	247	29	3	7	7	5	3
peak947	76	8	169	306	157	277	20	9	8	12	14	5
peak948	2	1	21	47	67	71	12	2	2	1	7	5
peak949	37	2	52	82	32	37	52	18	15	8	13	9
peak950	5	1	14	202	243	270	21	9	3	47	45	26
peak951	38	0	33	125	60	93	20	6	3	13	16	7
peak952	40	4	65	64	21	69	90	20	18	39	30	22
peak953	57	5	120	117	92	92	7	2	6	5	4	2
peak954	329	34	617	4819	4151	5537	41	10	6	55	42	26
peak955	91	4	171	126	42	106	56	5	15	7	5	5
peak956	251	22	484	1102	709	847	112	30	24	41	34	14
peak957	7	0	29	66	43	39	14	5	2	10	7	5
peak958	7	0	15	136	59	72	10	5	2	13	5	7
peak959	49	6	149	1109	1350	2041	100	30	23	140	125	57
peak960	37	10	121	465	598	899	93	31	30	70	58	40
peak961	11	3	37	76	139	150	19	8	6	19	29	18
peak962	25	1	57	206	191	250	50	23	10	43	42	22
peak963	21	2	28	187	170	163	52	19	14	54	44	26
peak964	25	2	25	84	81	78	167	62	63	129	137	67
peak965	28	2	26	110	150	127	222	88	74	185	182	114
